ID,Name,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
338,Has Name,Dog,52,Hybrid,Chocolate,Male,Neutered,2013,10,11,11,35
339,No Name,Dog,27,Hybrid,Tan,Male,Intact,2013,11,25,18,38
340,Has Name,Dog,104,Hybrid,Tan,Female,Neutered,2014,1,16,17,26
341,No Name,Cat,104,Hybrid,White,Female,Neutered,2015,12,4,19,27
342,Has Name,Cat,18,Hybrid,Brown,Male,Neutered,2015,10,29,16,42
343,No Name,Dog,260,Hybrid,Chocolate,Male,Intact,2015,2,5,12,57
344,Has Name,Dog,45,Hybrid,Yellow,Male,Neutered,2014,4,19,17,43
345,Has Name,Cat,52,Hybrid,Orange,Male,Neutered,2014,1,19,16,6
346,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,5,2,16,56
347,Has Name,Dog,312,Hybrid,Gold,Male,Neutered,2013,11,10,14,56
348,Has Name,Cat,4,Hybrid,White,Male,Intact,2015,10,6,15,4
349,Has Name,Dog,624,Purebred,Black,Male,Neutered,2015,12,17,15,26
350,Has Name,Dog,104,Hybrid,White,Male,Neutered,2014,4,8,10,12
351,Has Name,Dog,27,Purebred,Black,Female,Neutered,2014,5,23,17,37
352,No Name,Cat,3,Hybrid,Blue,Female,Unknown,2015,5,23,15,41
353,Has Name,Dog,312,Hybrid,Brown,Male,Neutered,2014,5,8,18,20
354,Has Name,Cat,9,Hybrid,Calico,Female,Neutered,2015,6,20,0,0
355,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2014,9,7,12,39
356,No Name,Cat,4,Hybrid,Brown,Male,Intact,2015,6,2,9,7
357,No Name,Dog,31,Hybrid,Blue,Male,Neutered,2014,4,1,12,27
358,No Name,Dog,18,Hybrid,Brown,Male,Neutered,2014,5,24,12,38
359,Has Name,Cat,9,Hybrid,Black,Female,Intact,2015,7,2,13,0
360,No Name,Dog,18,Hybrid,Brown,Male,Neutered,2013,11,30,15,57
361,Has Name,Cat,4,Hybrid,Calico,Female,Neutered,2014,7,1,14,30
362,Has Name,Dog,52,Hybrid,Buff,Male,Intact,2014,11,25,15,4
363,Has Name,Dog,468,Hybrid,Red,Female,Neutered,2014,5,23,13,44
364,Has Name,Cat,4,Purebred,Black,Male,Neutered,2014,10,20,11,38
365,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2015,3,13,15,10
366,No Name,Cat,780,Hybrid,Gray,Female,Intact,2014,9,13,9,21
367,No Name,Dog,36,Purebred,Brown,Female,Neutered,2014,8,13,16,34
368,No Name,Dog,624,Hybrid,Blue,Female,Intact,2014,12,10,19,22
369,No Name,Cat,104,Hybrid,Brown,Male,Intact,2015,2,13,9,0
370,No Name,Dog,52,Hybrid,Tricolor,Female,Neutered,2013,11,23,16,21
371,Has Name,Dog,52,Hybrid,Brown,Female,Neutered,2014,12,26,12,46
372,No Name,Dog,52,Hybrid,Black,Male,Neutered,2015,3,23,18,27
373,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2014,7,13,19,25
374,Has Name,Dog,468,Hybrid,Red,Male,Neutered,2014,2,5,14,26
375,No Name,Cat,4,Hybrid,Orange,Female,Unknown,2014,9,26,14,50
376,Has Name,Dog,364,Hybrid,Brown,Female,Neutered,2015,6,25,17,24
377,Has Name,Dog,52,Hybrid,White,Male,Neutered,2014,12,4,14,40
378,Has Name,Dog,52,Hybrid,Brown,Female,Neutered,2015,6,20,18,3
379,Has Name,Dog,52,Hybrid,Sable,Female,Neutered,2015,10,13,13,49
380,Has Name,Cat,13,Hybrid,Black,Female,Intact,2015,7,14,13,38
381,No Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,12,7,16,50
382,No Name,Cat,4,Purebred,Blue,Female,Intact,2015,4,17,16,13
383,No Name,Cat,4,Hybrid,Black,Male,Intact,2014,6,14,12,49
384,No Name,Cat,104,Hybrid,Brown,Female,Intact,2014,3,20,16,32
385,Has Name,Dog,416,Hybrid,Sable,Female,Neutered,2015,9,26,12,49
386,Has Name,Dog,364,Hybrid,Brown,Male,Neutered,2015,4,10,11,23
387,No Name,Cat,1,Hybrid,Orange,Male,Intact,2014,9,22,17,42
388,Has Name,Dog,31,Hybrid,Gold,Male,Neutered,2015,7,12,17,37
389,Has Name,Cat,13,Hybrid,Torbie,Female,Neutered,2014,10,3,17,22
390,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,6,9,17,46
391,Has Name,Dog,676,Hybrid,Black,Female,Intact,2013,10,31,17,14
392,No Name,Cat,2,Hybrid,Black,Female,Unknown,2015,9,19,15,50
393,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,11,19,17,3
394,No Name,Dog,4,Hybrid,Black,Male,Intact,2014,7,23,16,2
395,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,4,10,11,29
396,Has Name,Dog,572,Purebred,Black,Male,Neutered,2014,5,21,17,39
397,Has Name,Dog,52,Hybrid,Fawn,Male,Intact,2015,5,28,16,35
398,Has Name,Cat,9,Hybrid,Blue,Female,Intact,2013,12,1,12,38
399,Has Name,Dog,36,Hybrid,White,Female,Neutered,2014,4,29,17,8
400,Has Name,Dog,9,Purebred,White,Male,Neutered,2014,3,18,8,54
401,No Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,7,12,13,26
402,Has Name,Dog,40,Hybrid,Brown,Male,Neutered,2014,2,16,14,26
403,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,4,28,18,56
404,No Name,Cat,4,Hybrid,Brown,Male,Intact,2014,8,22,11,24
405,No Name,Cat,36,Hybrid,Black,Male,Neutered,2015,12,11,19,18
406,Has Name,Dog,156,Hybrid,Brown,Male,Neutered,2015,5,14,16,26
407,Has Name,Cat,27,Hybrid,Black,Male,Neutered,2013,12,12,13,12
408,Has Name,Dog,624,Hybrid,Red,Female,Neutered,2014,2,14,11,44
409,Has Name,Dog,13,Hybrid,Brown,Female,Neutered,2014,8,3,17,57
410,No Name,Cat,0,Hybrid,Cream,Female,Unknown,2015,3,26,12,38
411,Has Name,Dog,52,Hybrid,Black,Female,Intact,2016,2,20,17,26
412,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,7,8,11,16
413,Has Name,Dog,52,Purebred,Black,Male,Neutered,2015,5,12,16,32
414,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2014,6,3,17,19
415,Has Name,Dog,416,Hybrid,Tan,Female,Neutered,2014,1,29,14,10
416,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2014,7,12,20,44
417,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2013,12,22,18,9
418,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,10,27,13,54
419,Has Name,Cat,18,Hybrid,Black,Female,Neutered,2015,9,18,17,0
420,No Name,Dog,52,Hybrid,Black,Female,Neutered,2014,11,12,17,59
421,Has Name,Dog,9,Hybrid,Tricolor,Female,Neutered,2015,2,24,19,15
422,No Name,Cat,0,Hybrid,Blue,Female,Intact,2014,7,29,14,34
423,No Name,Cat,0,Hybrid,Black,Female,Intact,2014,8,19,8,22
424,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2014,6,24,8,13
425,No Name,Dog,104,Hybrid,White,Female,Neutered,2014,1,7,15,47
426,No Name,Dog,4,Hybrid,White,Female,Intact,2015,3,30,10,55
427,No Name,Cat,13,Hybrid,Brown,Male,Neutered,2015,11,9,18,10
428,No Name,Cat,52,Hybrid,Tortie,Female,Intact,2014,2,16,18,7
429,Has Name,Dog,13,Hybrid,Black,Female,Intact,2015,8,3,11,33
430,No Name,Cat,2,Hybrid,Orange,Male,Intact,2014,10,28,18,56
431,No Name,Dog,31,Hybrid,Black,Female,Neutered,2014,2,7,14,19
432,Has Name,Dog,208,Hybrid,Black,Female,Neutered,2015,6,3,12,37
433,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,3,9,11,41
434,Has Name,Dog,364,Hybrid,Brown,Female,Neutered,2013,10,3,18,3
435,No Name,Cat,4,Hybrid,Black,Female,Intact,2014,4,28,10,42
436,No Name,Cat,52,Hybrid,Tortie,Female,Intact,2014,7,6,9,0
437,Has Name,Cat,27,Hybrid,Brown,Female,Neutered,2015,9,18,13,22
438,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2014,12,24,12,41
439,No Name,Cat,52,Hybrid,Black,Female,Intact,2015,10,7,9,0
440,Has Name,Cat,27,Hybrid,Lynx,Female,Neutered,2013,11,5,13,43
441,Has Name,Cat,104,Hybrid,Black,Male,Intact,2015,6,15,9,12
442,Has Name,Dog,45,Hybrid,Red,Female,Neutered,2014,3,20,16,13
443,No Name,Dog,18,Hybrid,Tan,Female,Neutered,2015,4,13,18,28
444,Has Name,Dog,208,Purebred,Black,Male,Neutered,2015,3,11,18,47
445,Has Name,Dog,104,Hybrid,Red,Female,Neutered,2014,1,6,18,42
446,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2013,12,7,16,51
447,Has Name,Cat,260,Hybrid,Torbie,Female,Neutered,2015,3,14,13,50
448,Has Name,Cat,4,Hybrid,Black,Female,Intact,2013,11,22,16,4
449,Has Name,Cat,9,Hybrid,Blue,Male,Intact,2015,11,1,18,29
450,Has Name,Dog,4,Hybrid,Black,Female,Intact,2014,1,29,12,10
451,No Name,Cat,3,Hybrid,Black,Male,Intact,2014,5,25,16,33
452,Has Name,Cat,728,Hybrid,Brown,Female,Neutered,2015,12,22,14,36
453,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2016,1,14,18,55
454,No Name,Cat,104,Hybrid,Blue,Male,Intact,2015,9,5,9,0
455,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,12,21,17,0
456,Has Name,Dog,104,Hybrid,White,Female,Neutered,2014,4,4,19,4
457,No Name,Dog,13,Hybrid,Tan,Female,Neutered,2014,3,17,19,5
458,Has Name,Dog,104,Hybrid,Brown,Female,Intact,2014,4,28,15,33
459,Has Name,Cat,36,Hybrid,Black,Female,Neutered,2015,11,29,14,4
460,No Name,Cat,2,Hybrid,Brown,Female,Unknown,2015,7,21,12,58
461,Has Name,Dog,52,Hybrid,Tricolor,Female,Neutered,2015,3,29,17,24
462,Has Name,Dog,260,Hybrid,White,Male,Neutered,2015,11,18,11,50
463,No Name,Cat,3,Hybrid,Brown,Male,Intact,2015,5,10,19,31
464,Has Name,Dog,52,Hybrid,Black,Male,Intact,2013,10,16,17,4
465,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,1,12,18,15
466,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2014,8,18,17,7
467,No Name,Dog,52,Hybrid,Blue,Male,Intact,2014,2,20,12,23
468,Has Name,Cat,416,Hybrid,Seal,Female,Neutered,2015,2,4,18,43
469,Has Name,Cat,104,Hybrid,Brown,Female,Neutered,2014,7,20,15,49
470,No Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,5,16,11,58
471,No Name,Cat,22,Hybrid,Brown,Female,Intact,2014,4,24,9,43
472,No Name,Dog,624,Hybrid,Black,Male,Intact,2013,10,28,11,25
473,No Name,Dog,9,Hybrid,Buff,Male,Neutered,2015,6,25,10,27
474,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2013,10,30,17,34
475,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,9,14,18,33
476,Has Name,Cat,40,Hybrid,Blue,Female,Neutered,2014,12,27,18,15
477,No Name,Cat,104,Hybrid,Brown,Female,Intact,2015,1,9,9,0
478,Has Name,Dog,156,Hybrid,White,Male,Neutered,2015,3,1,16,38
479,No Name,Cat,27,Hybrid,Brown,Female,Intact,2015,6,6,9,0
480,Has Name,Cat,4,Hybrid,Brown,Female,Neutered,2014,7,14,18,30
481,Has Name,Dog,104,Hybrid,Black,Male,Intact,2015,12,30,11,40
482,Has Name,Dog,36,Hybrid,Red,Male,Intact,2013,12,12,19,47
483,Has Name,Dog,416,Hybrid,White,Male,Neutered,2014,2,13,17,25
484,No Name,Dog,4,Hybrid,Black,Male,Intact,2014,1,25,12,36
485,No Name,Dog,156,Hybrid,Brown,Female,Neutered,2016,1,31,17,56
486,Has Name,Dog,208,Hybrid,Brown,Male,Intact,2015,5,7,15,18
487,Has Name,Dog,4,Hybrid,Tan,Male,Neutered,2015,1,16,17,3
488,Has Name,Dog,52,Hybrid,Yellow,Male,Neutered,2016,1,17,15,32
489,Has Name,Cat,4,Hybrid,Brown,Female,Intact,2015,6,12,14,3
490,No Name,Cat,0,Hybrid,Black,Male,Intact,2014,6,3,11,8
491,No Name,Cat,52,Hybrid,Orange,Female,Unknown,2015,5,15,9,0
492,Has Name,Dog,104,Hybrid,Black,Female,Intact,2016,1,25,14,7
493,Has Name,Dog,156,Hybrid,Brown,Male,Neutered,2015,6,17,17,50
494,Has Name,Dog,104,Hybrid,Red,Female,Neutered,2014,8,6,18,38
495,Has Name,Dog,13,Hybrid,Red,Female,Intact,2014,3,14,12,52
496,No Name,Dog,104,Hybrid,White,Female,Neutered,2013,12,9,12,19
497,Has Name,Cat,49,Hybrid,Brown,Male,Neutered,2014,7,8,13,13
498,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2013,10,28,15,30
499,Has Name,Cat,22,Hybrid,Black,Male,Neutered,2016,1,15,16,59
500,Has Name,Dog,416,Hybrid,Black,Female,Neutered,2014,10,17,12,2
501,No Name,Cat,13,Hybrid,Brown,Female,Neutered,2015,9,1,9,54
502,Has Name,Dog,260,Hybrid,White,Female,Neutered,2014,12,4,18,56
503,No Name,Cat,52,Hybrid,Black,Male,Neutered,2014,3,31,18,46
504,Has Name,Cat,13,Hybrid,Black,Female,Neutered,2015,10,31,7,48
505,Has Name,Dog,156,Hybrid,Brown,Female,Neutered,2015,2,22,11,17
506,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2016,1,22,12,2
507,Has Name,Dog,104,Hybrid,Brown,Female,Intact,2013,10,2,19,2
508,Has Name,Dog,104,Hybrid,White,Female,Neutered,2015,2,27,12,58
509,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2015,4,14,8,58
510,Has Name,Cat,9,Hybrid,Orange,Female,Neutered,2015,6,28,15,37
511,Has Name,Cat,27,Hybrid,Lilac,Female,Neutered,2015,12,26,13,11
512,Has Name,Dog,728,Hybrid,Black,Female,Neutered,2015,5,20,13,14
513,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,3,4,17,28
514,No Name,Cat,52,Hybrid,Calico,Female,Neutered,2016,1,8,18,59
515,Has Name,Dog,364,Hybrid,White,Female,Neutered,2014,4,8,17,8
516,Has Name,Cat,260,Purebred,Orange,Male,Neutered,2015,11,25,12,31
517,Has Name,Cat,52,Hybrid,Brown,Female,Intact,2015,1,16,19,16
518,No Name,Dog,156,Hybrid,White,Male,Neutered,2014,7,16,16,10
519,No Name,Cat,1,Hybrid,Torbie,Female,Intact,2014,9,23,13,22
520,No Name,Cat,104,Hybrid,Blue,Female,Unknown,2015,3,16,9,0
521,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,2,24,16,59
522,Has Name,Cat,104,Hybrid,Tortie,Female,Neutered,2015,10,17,0,0
523,Has Name,Cat,31,Hybrid,Brown,Female,Neutered,2015,11,21,17,58
524,Has Name,Cat,208,Purebred,Tortie,Female,Neutered,2014,11,25,14,8
525,Has Name,Cat,18,Hybrid,Black,Female,Neutered,2013,12,24,12,31
526,Has Name,Dog,468,Hybrid,Tan,Male,Neutered,2014,7,28,16,7
527,Has Name,Dog,52,Hybrid,Blue,Female,Neutered,2014,12,5,17,15
528,Has Name,Dog,468,Hybrid,White,Female,Neutered,2014,4,6,12,57
529,No Name,Cat,2,Hybrid,Blue,Female,Intact,2013,10,2,19,21
530,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,5,3,12,3
531,No Name,Cat,0,Hybrid,Brown,Male,Intact,2014,2,27,11,19
532,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2013,10,15,18,13
533,No Name,Dog,4,Hybrid,Tricolor,Female,Neutered,2014,5,24,17,33
534,No Name,Dog,104,Hybrid,Black,Male,Neutered,2014,5,4,20,53
535,No Name,Cat,31,Hybrid,Brown,Female,Intact,2015,6,14,12,33
536,No Name,Dog,9,Hybrid,Tricolor,Male,Neutered,2014,5,22,16,30
537,Has Name,Dog,52,Purebred,Black,Male,Neutered,2014,11,23,19,15
538,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2014,7,14,12,1
539,Has Name,Dog,208,Hybrid,Red,Male,Neutered,2015,8,28,16,31
540,Has Name,Dog,156,Hybrid,Blue,Female,Intact,2013,10,1,15,33
541,No Name,Dog,4,Hybrid,Tan,Female,Intact,2015,2,19,17,43
542,No Name,Cat,2,Hybrid,Black,Female,Unknown,2015,5,17,14,56
543,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2013,11,22,16,18
544,No Name,Cat,156,Hybrid,Blue,Female,Intact,2014,9,23,9,0
545,No Name,Cat,13,Hybrid,Silver,Female,Intact,2014,8,17,9,0
546,Has Name,Dog,52,Purebred,Brown,Female,Neutered,2014,6,4,18,41
547,No Name,Cat,2,Hybrid,Seal,Female,Unknown,2015,5,9,15,15
548,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2014,3,22,16,27
549,No Name,Dog,104,Purebred,Black,Male,Intact,2014,7,19,23,27
550,No Name,Cat,3,Hybrid,Orange,Male,Intact,2014,5,20,12,35
551,Has Name,Dog,36,Hybrid,Brown,Male,Neutered,2015,10,20,12,52
552,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,11,23,14,22
553,Has Name,Dog,52,Hybrid,White,Female,Neutered,2016,2,10,13,38
554,Has Name,Cat,27,Hybrid,Tortie,Female,Neutered,2015,1,25,15,40
555,No Name,Cat,104,Hybrid,Black,Female,Intact,2014,6,27,9,0
556,Has Name,Cat,52,Hybrid,Brown,Female,Intact,2014,7,17,18,8
557,Has Name,Dog,208,Purebred,Black,Male,Intact,2015,12,10,15,38
558,Has Name,Dog,22,Hybrid,White,Female,Neutered,2013,10,9,17,38
559,No Name,Dog,9,Hybrid,Black,Female,Neutered,2014,8,11,17,35
560,Has Name,Dog,468,Hybrid,Black,Female,Neutered,2014,9,17,14,10
561,Has Name,Dog,104,Hybrid,Red,Female,Neutered,2015,11,12,19,19
562,Has Name,Dog,624,Hybrid,Chocolate,Male,Neutered,2015,3,31,18,54
563,Has Name,Dog,312,Purebred,Tan,Female,Intact,2014,7,4,15,0
564,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2015,7,31,17,26
565,No Name,Cat,52,Hybrid,Black,Female,Intact,2014,8,20,17,9
566,Has Name,Dog,49,Hybrid,White,Male,Neutered,2015,2,19,12,38
567,No Name,Dog,4,Hybrid,White,Female,Intact,2015,5,15,15,14
568,Has Name,Cat,312,Hybrid,Torbie,Female,Neutered,2015,2,28,17,0
569,Has Name,Dog,208,Hybrid,White,Male,Neutered,2015,8,2,18,16
570,Has Name,Dog,22,Hybrid,Black,Female,Neutered,2014,3,16,15,26
571,Has Name,Dog,9,Hybrid,Yellow,Male,Neutered,2015,8,4,18,0
572,Has Name,Dog,156,Hybrid,Brown,Male,Neutered,2015,12,6,18,38
573,Has Name,Dog,104,Hybrid,Tan,Female,Intact,2014,11,18,15,1
574,No Name,Cat,2,Hybrid,Orange,Male,Intact,2013,10,5,16,31
575,Has Name,Cat,13,Hybrid,Blue,Female,Neutered,2016,1,21,18,25
576,Has Name,Cat,18,Hybrid,Black,Female,Neutered,2015,11,7,18,28
577,Has Name,Dog,208,Hybrid,Brown,Male,Neutered,2015,4,24,16,9
578,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,12,8,0,0
579,No Name,Cat,52,Hybrid,Brown,Male,Intact,2015,11,28,20,1
580,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,5,20,17,56
581,Has Name,Dog,416,Hybrid,Tricolor,Male,Neutered,2013,12,8,12,47
582,No Name,Cat,52,Hybrid,Tortie,Female,Intact,2014,11,25,18,34
583,Has Name,Dog,156,Purebred,Brown,Male,Neutered,2015,8,24,16,55
584,Has Name,Cat,45,Hybrid,Brown,Male,Neutered,2014,1,12,17,52
585,Has Name,Cat,104,Hybrid,Calico,Female,Neutered,2014,9,2,15,35
586,Has Name,Cat,4,Hybrid,White,Male,Intact,2014,7,8,15,31
587,No Name,Cat,18,Hybrid,Black,Female,Neutered,2015,8,15,12,53
588,No Name,Dog,52,Hybrid,Brown,Female,Intact,2015,5,23,14,8
589,Has Name,Cat,104,Hybrid,Black,Male,Neutered,2014,4,1,13,21
590,Has Name,Dog,31,Hybrid,Black,Male,Neutered,2014,3,18,17,52
591,Has Name,Dog,104,Hybrid,Fawn,Male,Neutered,2016,2,5,18,15
592,Has Name,Dog,468,Hybrid,White,Female,Neutered,2014,6,2,16,50
593,No Name,Cat,1,Hybrid,Calico,Female,Intact,2014,10,10,17,7
594,Has Name,Dog,572,Hybrid,Tan,Male,Neutered,2015,10,26,11,28
595,Has Name,Cat,52,Hybrid,Torbie,Female,Neutered,2015,9,12,12,55
596,Has Name,Dog,364,Hybrid,Black,Male,Neutered,2016,1,22,16,50
597,Has Name,Cat,676,Hybrid,Blue,Female,Neutered,2014,10,19,17,24
598,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2015,7,15,14,10
599,Has Name,Dog,22,Hybrid,Brown,Female,Neutered,2014,5,3,17,38
600,Has Name,Cat,4,Hybrid,Torbie,Female,Intact,2014,5,20,9,52
601,No Name,Cat,52,Hybrid,Brown,Female,Intact,2015,10,5,9,0
602,Has Name,Dog,52,Hybrid,Blue,Female,Neutered,2014,12,6,13,20
603,Has Name,Cat,520,Hybrid,Black,Male,Neutered,2015,4,9,11,52
604,Has Name,Dog,312,Purebred,Black,Male,Intact,2016,1,16,11,10
605,No Name,Cat,2,Hybrid,Orange,Female,Intact,2015,7,30,18,19
606,No Name,Cat,52,Hybrid,Brown,Male,Intact,2014,4,5,11,59
607,Has Name,Cat,104,Hybrid,Seal,Female,Neutered,2014,6,15,16,10
608,No Name,Cat,312,Hybrid,Black,Male,Neutered,2015,12,23,13,22
609,No Name,Cat,4,Hybrid,Blue,Male,Intact,2014,9,6,17,33
610,Has Name,Dog,40,Hybrid,Black,Female,Intact,2015,7,16,16,8
611,Has Name,Dog,18,Hybrid,Black,Male,Neutered,2015,8,10,15,58
612,Has Name,Cat,156,Hybrid,Blue,Female,Neutered,2014,5,15,13,28
613,Has Name,Cat,18,Hybrid,Seal,Male,Neutered,2014,9,3,15,49
614,Has Name,Cat,208,Hybrid,Brown,Female,Neutered,2014,4,18,14,18
615,Has Name,Cat,22,Hybrid,Black,Male,Neutered,2015,12,10,11,47
616,Has Name,Dog,260,Hybrid,Brown,Female,Neutered,2016,1,12,17,14
617,Has Name,Cat,312,Hybrid,Calico,Female,Neutered,2015,3,8,17,24
618,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,6,7,12,37
619,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,7,6,19,23
620,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2014,11,22,16,28
621,No Name,Dog,9,Hybrid,White,Female,Intact,2014,2,5,12,34
622,Has Name,Cat,156,Hybrid,Seal,Male,Neutered,2014,8,16,18,46
623,No Name,Cat,104,Hybrid,Brown,Female,Neutered,2013,12,18,14,3
624,Has Name,Dog,364,Hybrid,Black,Female,Neutered,2014,12,11,15,55
625,Has Name,Dog,104,Hybrid,White,Male,Neutered,2014,6,23,12,24
626,Has Name,Dog,9,Hybrid,Tan,Female,Intact,2014,11,7,16,2
627,Has Name,Cat,260,Hybrid,Black,Male,Neutered,2015,7,14,13,16
628,No Name,Cat,9,Hybrid,Cream,Male,Intact,2014,7,22,15,54
629,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,9,16,18,4
630,No Name,Cat,3,Hybrid,Brown,Female,Unknown,2015,6,7,19,44
631,Has Name,Dog,156,Hybrid,Red,Male,Neutered,2015,4,28,16,11
632,Has Name,Dog,27,Purebred,Black,Female,Neutered,2015,8,14,18,13
633,Has Name,Cat,18,Hybrid,Torbie,Female,Neutered,2014,8,25,15,8
634,No Name,Dog,40,Hybrid,Black,Female,Neutered,2014,3,1,14,33
635,No Name,Cat,3,Hybrid,Brown,Male,Intact,2015,5,1,18,48
636,No Name,Cat,31,Hybrid,Brown,Male,Neutered,2014,9,23,9,0
637,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,11,17,0,0
638,Has Name,Dog,52,Hybrid,Brown,Female,Neutered,2015,4,24,11,40
639,No Name,Cat,2,Hybrid,Brown,Female,Unknown,2015,7,4,15,39
640,Has Name,Cat,22,Hybrid,Black,Female,Neutered,2015,12,31,16,36
641,No Name,Cat,18,Hybrid,Brown,Male,Intact,2015,12,1,19,34
642,Has Name,Cat,4,Hybrid,Black,Male,Intact,2015,10,8,14,37
643,No Name,Cat,18,Hybrid,Brown,Male,Intact,2014,8,17,9,0
644,Has Name,Dog,104,Hybrid,Cream,Male,Neutered,2015,9,5,16,50
645,Has Name,Cat,18,Hybrid,Lynx,Male,Neutered,2014,9,26,16,11
646,Has Name,Dog,156,Hybrid,Blue,Female,Neutered,2015,6,13,12,26
647,Has Name,Dog,156,Hybrid,Blue,Female,Neutered,2013,10,18,14,14
648,No Name,Cat,0,Hybrid,Orange,Male,Intact,2014,7,6,18,33
649,Has Name,Cat,104,Hybrid,Black,Female,Intact,2015,5,26,14,26
650,No Name,Cat,4,Hybrid,Brown,Male,Intact,2015,5,2,15,12
651,No Name,Cat,4,Hybrid,Blue,Male,Intact,2015,8,27,14,22
652,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,1,25,17,42
653,Has Name,Dog,156,Purebred,Chocolate,Male,Neutered,2015,9,28,13,26
654,No Name,Dog,40,Hybrid,Brown,Female,Neutered,2015,6,17,18,25
655,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,10,3,18,22
656,Has Name,Dog,22,Hybrid,Black,Female,Intact,2015,9,10,12,42
657,No Name,Dog,9,Hybrid,Brown,Female,Intact,2016,1,19,16,21
658,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2015,3,16,18,56
659,Has Name,Cat,9,Hybrid,Calico,Female,Neutered,2014,5,22,15,58
660,Has Name,Dog,156,Hybrid,Blue,Female,Neutered,2014,10,26,15,35
661,No Name,Cat,3,Hybrid,Black,Female,Intact,2015,8,16,16,30
662,No Name,Dog,104,Hybrid,Black,Male,Neutered,2014,9,29,18,38
663,Has Name,Dog,52,Hybrid,Blue,Male,Neutered,2013,12,29,15,38
664,Has Name,Dog,312,Hybrid,Yellow,Female,Neutered,2014,5,16,17,8
665,Has Name,Dog,36,Hybrid,Tan,Male,Neutered,2015,7,30,18,11
666,Has Name,Dog,9,Hybrid,Black,Male,Neutered,2015,7,2,18,16
667,Has Name,Cat,624,Hybrid,White,Female,Neutered,2015,11,23,16,6
668,Has Name,Dog,52,Hybrid,White,Male,Neutered,2015,11,7,13,2
669,Has Name,Dog,52,Hybrid,Chocolate,Female,Neutered,2014,11,20,17,25
670,Has Name,Dog,52,Hybrid,Yellow,Female,Neutered,2015,12,21,18,34
671,Has Name,Cat,9,Hybrid,Black,Male,Intact,2014,9,29,17,50
672,Has Name,Dog,27,Hybrid,Cream,Male,Neutered,2015,11,23,13,19
673,No Name,Cat,3,Hybrid,Torbie,Female,Intact,2014,5,25,13,48
674,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,11,30,16,17
675,Has Name,Cat,416,Hybrid,Brown,Female,Neutered,2015,10,14,16,42
676,No Name,Cat,22,Hybrid,Black,Male,Intact,2015,8,21,9,0
677,No Name,Cat,13,Hybrid,White,Male,Intact,2015,10,3,9,0
