AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
A663948,Has Name,Return_to_owner,Cat,13,Purebred,Black,Male,Neutered,2013,10,8,17,23
A699819,Has Name,Return_to_owner,Dog,728,Hybrid,Chocolate,Male,Intact,2015,4,6,15,37
A674638,Has Name,Return_to_owner,Dog,364,Hybrid,Chocolate,Male,Neutered,2014,3,16,10,48
A718743,Has Name,Adoption,Dog,104,Purebred,Gray,Male,Neutered,2016,1,10,11,36
A714820,Has Name,Transfer,Dog,27,Hybrid,Brown,Female,Neutered,2015,11,5,0,0
A667613,Has Name,Adoption,Dog,49,Hybrid,Tan,Male,Neutered,2014,1,13,15,18
A696059,Has Name,Adoption,Dog,156,Hybrid,Tan,Male,Neutered,2015,2,5,14,28
A690806,Has Name,Transfer,Cat,9,Hybrid,Black,Female,Intact,2014,11,7,13,36
A676494,Has Name,Adoption,Dog,52,Hybrid,Black,Male,Neutered,2014,4,27,15,11
A689138,No Name,Euthanasia,Cat,4,Hybrid,Blue,Female,Intact,2014,9,29,18,28
A599155,Has Name,Euthanasia,Dog,208,Hybrid,White,Male,Neutered,2015,3,28,19,25
A665587,Has Name,Adoption,Cat,416,Hybrid,Orange,Male,Neutered,2013,11,27,14,36
A663555,Has Name,Adoption,Cat,13,Hybrid,Calico,Female,Neutered,2013,10,16,17,1
A691345,Has Name,Adoption,Dog,9,Hybrid,Brown,Female,Neutered,2014,11,9,14,47
A685242,No Name,Adoption,Cat,18,Hybrid,Tortie,Female,Neutered,2014,8,15,12,54
A674659,No Name,Euthanasia,Dog,104,Hybrid,Tan,Male,Intact,2014,3,21,17,10
A683609,Has Name,Return_to_owner,Dog,312,Hybrid,Brown,Male,Neutered,2014,7,17,17,50
A695710,Has Name,Transfer,Dog,49,Hybrid,Brown,Female,Neutered,2015,8,2,13,17
A713063,No Name,Transfer,Dog,52,Hybrid,Tan,Female,Neutered,2015,10,8,16,26
A667520,No Name,Transfer,Dog,208,Hybrid,Apricot,Male,Neutered,2013,11,23,16,0
A685145,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Neutered,2014,9,13,14,10
A716488,No Name,Transfer,Dog,104,Hybrid,Red,Male,Neutered,2015,11,23,0,0
A667537,No Name,Adoption,Dog,9,Hybrid,Red,Female,Neutered,2013,11,25,17,7
A694601,Has Name,Adoption,Cat,27,Hybrid,Black,Male,Neutered,2015,1,6,18,37
A638060,Has Name,Adoption,Cat,416,Hybrid,Black,Male,Neutered,2015,8,16,17,38
A672067,Has Name,Return_to_owner,Cat,156,Hybrid,Brown,Male,Neutered,2014,2,13,17,36
A684664,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2014,8,10,17,25
A691531,No Name,Transfer,Dog,9,Hybrid,White,Male,Intact,2014,11,7,17,15
A688600,No Name,Transfer,Cat,3,Hybrid,Tortie,Female,Intact,2014,9,21,13,21
A704032,Has Name,Adoption,Cat,9,Hybrid,Brown,Female,Neutered,2015,6,5,14,31
A703630,Has Name,Adoption,Dog,208,Hybrid,Brown,Male,Neutered,2015,6,30,7,1
A668671,Has Name,Transfer,Cat,260,Hybrid,Brown,Male,Neutered,2013,12,16,14,57
A696247,Has Name,Adoption,Dog,104,Hybrid,Chocolate,Female,Neutered,2015,11,22,13,47
A664380,No Name,Transfer,Cat,27,Hybrid,Calico,Female,Intact,2013,10,3,15,33
A678185,No Name,Transfer,Dog,104,Hybrid,Black,Female,Neutered,2014,5,9,19,30
A687055,Has Name,Return_to_owner,Dog,520,Hybrid,Sable,Female,Neutered,2014,9,1,10,39
A693594,No Name,Transfer,Cat,27,Hybrid,Black,Male,Intact,2014,12,12,9,0
A675563,Has Name,Transfer,Cat,9,Hybrid,Calico,Female,Intact,2014,4,1,12,19
A696819,Has Name,Adoption,Dog,27,Hybrid,Sable,Male,Neutered,2015,2,21,17,30
A671201,Has Name,Return_to_owner,Dog,416,Hybrid,Tricolor,Male,Neutered,2014,1,25,18,34
A715573,No Name,Adoption,Dog,27,Hybrid,Buff,Male,Neutered,2015,11,12,12,36
A685899,No Name,Transfer,Cat,13,Hybrid,Seal,Male,Intact,2014,8,14,17,23
A669510,Has Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2014,1,1,18,45
A697892,Has Name,Adoption,Dog,52,Hybrid,Brown,Female,Neutered,2015,3,16,17,38
A678958,Has Name,Adoption,Dog,9,Hybrid,Tricolor,Male,Neutered,2014,5,19,18,5
A679113,No Name,Transfer,Cat,2,Hybrid,Blue,Female,Unknown,2014,5,16,18,37
A671079,No Name,Adoption,Dog,104,Hybrid,Tan,Female,Neutered,2014,1,25,18,9
A687180,No Name,Adoption,Cat,9,Hybrid,Orange,Female,Neutered,2014,9,8,11,53
A686632,Has Name,Return_to_owner,Cat,40,Hybrid,White,Male,Neutered,2014,9,2,11,23
A693999,No Name,Transfer,Dog,208,Hybrid,Black,Female,Neutered,2014,12,23,14,58
A691614,Has Name,Adoption,Dog,18,Hybrid,Red,Male,Neutered,2014,11,12,18,27
A683070,No Name,Transfer,Cat,0,Hybrid,White,Male,Intact,2014,7,6,18,33
A703781,Has Name,Transfer,Dog,312,Purebred,Blue,Male,Intact,2015,5,30,15,30
A668803,Has Name,Adoption,Dog,9,Hybrid,Black,Female,Neutered,2014,1,11,17,42
A675983,No Name,Transfer,Cat,36,Hybrid,Blue,Female,Intact,2014,4,3,15,19
A684825,Has Name,Transfer,Cat,4,Hybrid,Black,Male,Intact,2014,8,6,14,23
A667828,No Name,Transfer,Cat,18,Hybrid,Black,Female,Intact,2013,11,26,14,55
A707611,Has Name,Adoption,Cat,9,Hybrid,Torbie,Female,Intact,2015,7,31,12,56
A677885,Has Name,Return_to_owner,Dog,104,Hybrid,Fawn,Female,Intact,2014,5,12,14,5
A675622,No Name,Adoption,Dog,18,Hybrid,Tricolor,Male,Neutered,2014,4,4,15,30
A720143,No Name,Transfer,Cat,52,Hybrid,Brown,Male,Intact,2016,2,8,19,23
A701793,No Name,Adoption,Cat,13,Hybrid,Lynx,Female,Neutered,2015,7,16,11,9
A682824,No Name,Transfer,Cat,9,Hybrid,Black,Male,Intact,2014,7,8,14,48
A711494,Has Name,Adoption,Cat,18,Hybrid,Orange,Female,Neutered,2015,12,24,10,12
A686319,Has Name,Adoption,Dog,260,Hybrid,Brown,Male,Neutered,2015,6,14,12,1
A671251,Has Name,Return_to_owner,Dog,104,Hybrid,Fawn,Female,Neutered,2014,1,23,14,6
A684978,No Name,Transfer,Cat,2,Hybrid,Brown,Female,Intact,2014,7,31,13,22
A689449,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,11,18,11,32
A715812,No Name,Adoption,Dog,45,Hybrid,Tan,Female,Neutered,2015,11,15,18,1
A681003,No Name,Transfer,Dog,104,Hybrid,Black,Male,Neutered,2014,6,17,13,27
A715346,Has Name,Adoption,Dog,45,Hybrid,White,Female,Neutered,2015,11,9,17,2
A683732,No Name,Transfer,Cat,4,Hybrid,Blue,Male,Intact,2014,7,25,16,48
A679956,Has Name,Return_to_owner,Dog,52,Purebred,Fawn,Male,Neutered,2014,6,8,16,49
A695297,Has Name,Adoption,Cat,31,Hybrid,Brown,Female,Neutered,2015,1,19,17,53
A695950,Has Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,2,13,14,49
A694278,Has Name,Transfer,Dog,364,Purebred,Black,Female,Neutered,2015,1,2,16,50
A707887,Has Name,Adoption,Cat,9,Hybrid,Brown,Male,Neutered,2015,7,22,18,37
A710227,Has Name,Euthanasia,Cat,624,Hybrid,Black,Male,Neutered,2015,8,24,18,23
A686918,Has Name,Transfer,Dog,156,Hybrid,Tricolor,Female,Intact,2014,9,2,14,51
A693739,Has Name,Transfer,Cat,13,Hybrid,Black,Female,Neutered,2014,12,19,11,23
A711807,Has Name,Adoption,Dog,104,Hybrid,Red,Female,Neutered,2015,10,23,18,7
A677157,Has Name,Return_to_owner,Dog,624,Hybrid,Yellow,Female,Intact,2014,4,22,16,2
A697921,Has Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2015,3,16,12,10
A686691,No Name,Transfer,Dog,156,Hybrid,Yellow,Male,Neutered,2014,8,29,16,56
A678627,Has Name,Adoption,Cat,4,Hybrid,Calico,Female,Neutered,2014,5,25,17,32
A698117,No Name,Transfer,Dog,0,Hybrid,White,Female,Unknown,2015,3,6,9,54
A656110,Has Name,Return_to_owner,Dog,40,Hybrid,Tricolor,Female,Neutered,2013,11,22,17,54
A690723,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,11,23,18,23
A678099,Has Name,Euthanasia,Dog,104,Hybrid,Tan,Male,Neutered,2015,6,10,17,23
A717989,Has Name,Return_to_owner,Dog,364,Hybrid,White,Male,Neutered,2015,12,28,17,33
A673784,Has Name,Transfer,Dog,18,Hybrid,Blue,Male,Neutered,2014,3,10,16,24
A699927,Has Name,Adoption,Cat,520,Hybrid,Orange,Male,Neutered,2015,5,26,15,52
A671889,Has Name,Return_to_owner,Dog,260,Hybrid,Tan,Female,Neutered,2014,2,27,16,4
A697627,Has Name,Adoption,Dog,104,Hybrid,Chocolate,Female,Neutered,2015,3,1,16,13
A685945,Has Name,Adoption,Dog,260,Hybrid,Tan,Male,Neutered,2014,9,20,15,37
A689951,Has Name,Adoption,Cat,22,Hybrid,Flame,Male,Neutered,2014,10,15,17,21
A699499,No Name,Adoption,Cat,52,Hybrid,Black,Male,Neutered,2015,4,1,18,44
A715735,Has Name,Transfer,Dog,52,Purebred,Buff,Male,Intact,2015,11,13,12,59
A688501,Has Name,Transfer,Cat,18,Hybrid,Black,Male,Neutered,2014,12,18,13,35
A672263,Has Name,Transfer,Dog,104,Hybrid,White,Female,Neutered,2014,2,13,17,5
A672744,Has Name,Euthanasia,Dog,156,Hybrid,Black,Male,Intact,2014,4,17,17,9
A701165,No Name,Transfer,Cat,4,Purebred,Blue,Male,Intact,2015,4,24,17,47
A702973,No Name,Transfer,Cat,3,Hybrid,Black,Female,Unknown,2015,5,19,18,49
A705338,No Name,Transfer,Cat,3,Hybrid,Tortie,Female,Intact,2015,6,17,12,27
A696609,Has Name,Transfer,Dog,104,Purebred,Black,Female,Neutered,2015,7,11,13,49
A714481,Has Name,Adoption,Dog,52,Hybrid,Brown,Male,Neutered,2015,11,8,19,10
A685178,No Name,Transfer,Cat,2,Hybrid,Blue,Male,Intact,2014,8,3,17,47
A689596,No Name,Adoption,Dog,104,Hybrid,White,Male,Neutered,2014,10,10,14,5
A714546,Has Name,Return_to_owner,Dog,40,Hybrid,Red,Male,Intact,2015,10,26,12,43
A671352,Has Name,Adoption,Dog,156,Hybrid,Brown,Male,Neutered,2014,1,26,15,19
A705656,Has Name,Euthanasia,Cat,4,Hybrid,Tortie,Female,Intact,2015,6,26,9,42
A695943,Has Name,Adoption,Dog,104,Hybrid,Tricolor,Male,Neutered,2015,2,8,14,55
A719517,No Name,Transfer,Cat,104,Hybrid,Brown,Male,Neutered,2016,1,26,19,1
A682535,No Name,Transfer,Dog,18,Hybrid,Brown,Male,Neutered,2014,7,4,18,42
A713263,Has Name,Return_to_owner,Dog,156,Purebred,Brown,Male,Intact,2015,10,16,17,24
A681679,Has Name,Transfer,Dog,52,Hybrid,Brown,Male,Neutered,2014,12,5,17,10
A687906,Has Name,Transfer,Cat,4,Hybrid,Brown,Male,Intact,2014,9,25,18,48
A678536,Has Name,Adoption,Dog,52,Hybrid,White,Female,Neutered,2014,5,17,13,44
A718585,No Name,Transfer,Dog,9,Hybrid,Black,Male,Neutered,2016,1,7,12,44
A543073,Has Name,Return_to_owner,Dog,468,Purebred,Brown,Female,Neutered,2015,5,11,18,38
A697959,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2015,5,31,18,53
A715378,Has Name,Adoption,Dog,27,Hybrid,White,Female,Neutered,2015,11,21,11,17
A697281,No Name,Adoption,Dog,13,Hybrid,Tricolor,Male,Neutered,2015,3,3,13,14
A681576,Has Name,Adoption,Dog,4,Hybrid,Chocolate,Male,Neutered,2014,7,7,16,52
A716400,Has Name,Transfer,Dog,52,Hybrid,Black,Female,Intact,2015,11,24,0,0
A677460,Has Name,Adoption,Dog,104,Hybrid,Blue,Female,Neutered,2014,5,16,14,58
A675049,Has Name,Return_to_owner,Dog,156,Hybrid,Black,Female,Neutered,2014,3,22,16,23
A710655,Has Name,Adoption,Cat,9,Hybrid,Lilac,Male,Intact,2015,10,10,14,30
A660046,Has Name,Return_to_owner,Dog,104,Hybrid,Blue,Female,Neutered,2014,3,9,17,6
A660910,Has Name,Return_to_owner,Dog,104,Hybrid,Brown,Male,Neutered,2013,10,24,12,31
A686377,No Name,Adoption,Dog,9,Hybrid,Brown,Male,Neutered,2014,8,25,17,1
A679631,Has Name,Euthanasia,Cat,624,Hybrid,Tortie,Female,Neutered,2014,7,14,18,8
A671682,No Name,Transfer,Cat,104,Hybrid,Blue,Male,Neutered,2014,1,30,13,14
A695654,Has Name,Euthanasia,Dog,36,Hybrid,Black,Female,Intact,2015,1,27,14,6
A718566,Has Name,Euthanasia,Cat,520,Hybrid,Brown,Female,Intact,2016,1,12,9,30
A680351,Has Name,Adoption,Cat,9,Hybrid,Orange,Male,Neutered,2014,7,7,15,39
A680506,Has Name,Adoption,Dog,13,Hybrid,Buff,Male,Neutered,2014,6,7,17,9
A650694,Has Name,Return_to_owner,Dog,52,Hybrid,Blue,Male,Neutered,2013,12,18,14,4
A681414,No Name,Transfer,Cat,104,Hybrid,Tortie,Female,Intact,2014,6,18,9,0
A714972,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Neutered,2015,11,29,19,0
A682833,Has Name,Adoption,Cat,13,Hybrid,Lilac,Female,Neutered,2014,9,13,18,35
A698953,No Name,Adoption,Dog,364,Hybrid,White,Female,Neutered,2015,3,25,17,17
A696584,Has Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,3,7,15,46
A690020,Has Name,Return_to_owner,Dog,18,Hybrid,Brown,Female,Intact,2014,10,15,18,25
A716340,Has Name,Adoption,Cat,9,Hybrid,Brown,Female,Neutered,2015,12,1,17,24
A707004,Has Name,Adoption,Cat,13,Hybrid,White,Male,Neutered,2015,9,5,12,46
A667031,Has Name,Transfer,Cat,104,Hybrid,White,Female,Neutered,2013,12,20,12,38
A667129,Has Name,Adoption,Cat,27,Hybrid,Black,Female,Neutered,2013,12,8,19,11
A700119,No Name,Transfer,Cat,0,Hybrid,Torbie,Female,Intact,2015,4,8,15,41
A676270,No Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2014,7,12,17,18
A684362,Has Name,Adoption,Cat,22,Hybrid,Tortie,Female,Neutered,2014,11,11,17,41
A712984,Has Name,Transfer,Cat,9,Hybrid,Orange,Male,Neutered,2015,10,8,13,53
A688544,Has Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2014,9,24,15,0
A663346,Has Name,Euthanasia,Dog,52,Hybrid,Black,Female,Neutered,2013,11,10,18,25
A665221,No Name,Transfer,Dog,4,Hybrid,Brown,Male,Intact,2013,10,29,11,28
A667366,No Name,Return_to_owner,Dog,156,Hybrid,Black,Female,Neutered,2013,11,17,18,28
A657652,Has Name,Adoption,Dog,156,Hybrid,Black,Male,Neutered,2014,6,3,11,47
A611032,Has Name,Return_to_owner,Dog,312,Purebred,Tricolor,Male,Intact,2014,8,5,16,9
A707464,Has Name,Adoption,Dog,36,Hybrid,White,Male,Intact,2015,7,26,14,24
A687966,No Name,Adoption,Cat,18,Hybrid,Brown,Male,Neutered,2014,9,17,14,11
A643703,Has Name,Return_to_owner,Dog,156,Hybrid,Yellow,Male,Neutered,2014,3,11,12,55
A668595,No Name,Return_to_owner,Dog,4,Hybrid,Tricolor,Male,Intact,2013,12,13,11,41
A716197,Has Name,Return_to_owner,Cat,9,Hybrid,Torbie,Female,Neutered,2016,1,3,17,8
A713418,No Name,Transfer,Dog,9,Hybrid,Buff,Male,Intact,2015,10,7,8,47
A711562,Has Name,Euthanasia,Dog,52,Hybrid,Black,Male,Intact,2015,9,8,18,0
A716766,Has Name,Return_to_owner,Dog,260,Hybrid,Black,Male,Neutered,2015,11,24,16,51
A616576,Has Name,Return_to_owner,Dog,364,Hybrid,Tricolor,Female,Neutered,2015,12,26,12,49
A705109,No Name,Adoption,Cat,9,Hybrid,Blue,Female,Neutered,2015,6,29,17,44
A663819,Has Name,Return_to_owner,Dog,156,Hybrid,Black,Male,Neutered,2015,11,11,18,55
A689629,No Name,Adoption,Cat,4,Hybrid,Torbie,Female,Intact,2014,10,11,17,5
A713084,Has Name,Adoption,Dog,312,Hybrid,Buff,Male,Neutered,2015,10,5,17,41
A699468,Has Name,Transfer,Dog,9,Hybrid,Chocolate,Female,Intact,2015,4,3,16,53
A700335,Has Name,Euthanasia,Dog,104,Hybrid,White,Male,Neutered,2015,7,4,8,56
A713668,No Name,Transfer,Cat,2,Hybrid,Orange,Female,Unknown,2015,10,10,17,53
A695428,No Name,Transfer,Cat,52,Hybrid,Black,Female,Intact,2015,1,16,9,0
A653055,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2015,2,1,12,29
A682724,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2014,7,13,19,37
A713886,Has Name,Adoption,Cat,9,Hybrid,Orange,Male,Neutered,2015,10,19,20,13
A668396,No Name,Euthanasia,Cat,416,Hybrid,Lynx,Male,Neutered,2013,12,3,18,11
A717176,No Name,Transfer,Dog,1,Hybrid,White,Female,Unknown,2015,12,3,16,13
A707573,Has Name,Return_to_owner,Dog,624,Hybrid,White,Male,Neutered,2015,7,15,13,14
A690543,Has Name,Return_to_owner,Dog,52,Hybrid,Chocolate,Female,Neutered,2015,3,25,13,24
A704459,Has Name,Return_to_owner,Dog,572,Hybrid,Cream,Female,Neutered,2015,6,6,16,26
A687643,No Name,Transfer,Cat,2,Hybrid,Blue,Female,Intact,2014,9,8,16,41
A675640,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Male,Neutered,2014,4,10,11,22
A694435,Has Name,Transfer,Dog,104,Hybrid,Black,Male,Neutered,2015,1,6,16,54
A668653,Has Name,Adoption,Dog,104,Hybrid,Black,Male,Neutered,2015,11,5,14,23
A705804,Has Name,Return_to_owner,Dog,156,Hybrid,Brown,Male,Neutered,2015,6,23,11,8
A706506,No Name,Transfer,Cat,0,Hybrid,Black,Female,Unknown,2015,6,30,12,17
A702756,No Name,Euthanasia,Cat,3,Hybrid,White,Male,Intact,2015,5,17,19,3
A674264,No Name,Adoption,Dog,45,Hybrid,Tricolor,Female,Neutered,2014,3,14,17,56
A665741,Has Name,Return_to_owner,Cat,364,Hybrid,Brown,Female,Neutered,2014,1,20,14,33
A510475,Has Name,Return_to_owner,Dog,364,Hybrid,Red,Male,Neutered,2014,7,4,17,55
A641103,Has Name,Return_to_owner,Dog,156,Purebred,Black,Male,Intact,2015,12,26,15,48
A660275,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Female,Neutered,2013,11,4,15,40
A716089,No Name,Return_to_owner,Cat,104,Hybrid,Blue,Male,Neutered,2015,12,8,19,24
A717706,Has Name,Return_to_owner,Dog,52,Hybrid,Red,Female,Neutered,2015,12,13,14,6
A716729,Has Name,Adoption,Cat,22,Hybrid,Calico,Female,Neutered,2015,12,13,16,21
A690333,No Name,Transfer,Cat,36,Hybrid,Black,Female,Unknown,2014,10,20,9,0
A688552,Has Name,Adoption,Cat,13,Hybrid,Brown,Male,Intact,2014,12,18,14,29
A698495,Has Name,Adoption,Dog,52,Hybrid,Tan,Male,Neutered,2015,3,27,14,39
A658728,Has Name,Adoption,Cat,18,Hybrid,Tortie,Female,Neutered,2013,11,9,17,3
A672515,No Name,Transfer,Cat,52,Hybrid,Cream,Male,Intact,2014,2,12,15,40
A686675,Has Name,Transfer,Dog,52,Hybrid,Tan,Male,Neutered,2014,11,14,16,24
A707682,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2015,8,21,15,43
A667942,Has Name,Adoption,Dog,36,Hybrid,Black,Female,Neutered,2013,12,1,19,0
A709224,No Name,Transfer,Cat,52,Hybrid,Calico,Female,Intact,2015,8,7,9,0
A687003,Has Name,Return_to_owner,Dog,260,Hybrid,Cream,Male,Neutered,2015,11,12,18,52
A711255,No Name,Transfer,Dog,4,Hybrid,White,Female,Intact,2015,9,4,17,57
A680426,Has Name,Return_to_owner,Dog,156,Hybrid,Yellow,Female,Neutered,2014,6,2,16,54
A697537,Has Name,Adoption,Dog,156,Hybrid,Black,Female,Neutered,2015,11,5,14,33
A695905,Has Name,Adoption,Dog,9,Hybrid,Tricolor,Female,Neutered,2015,1,26,17,48
A705731,Has Name,Transfer,Dog,13,Hybrid,White,Male,Intact,2015,6,24,15,14
A700025,Has Name,Return_to_owner,Dog,520,Hybrid,Black,Female,Intact,2015,4,9,15,36
A624771,Has Name,Return_to_owner,Dog,260,Hybrid,Tan,Male,Neutered,2016,1,26,17,34
A715798,No Name,Transfer,Cat,4,Hybrid,Brown,Male,Intact,2015,11,11,11,39
A526641,Has Name,Transfer,Dog,364,Purebred,Brown,Male,Neutered,2015,3,22,15,23
A695768,Has Name,Return_to_owner,Dog,52,Purebred,Apricot,Female,Neutered,2015,1,22,14,27
A709277,Has Name,Adoption,Cat,13,Hybrid,Orange,Male,Intact,2015,8,16,18,56
A586923,Has Name,Return_to_owner,Cat,208,Hybrid,Black,Male,Neutered,2015,3,18,14,23
A682900,Has Name,Return_to_owner,Dog,156,Hybrid,White,Female,Intact,2015,2,26,15,22
A671435,Has Name,Adoption,Dog,4,Hybrid,Brown,Male,Neutered,2014,3,8,17,42
A701297,No Name,Transfer,Cat,2,Hybrid,Brown,Female,Intact,2015,4,27,13,36
A711800,No Name,Transfer,Cat,2,Hybrid,Brown,Female,Unknown,2015,9,12,14,28
A707972,No Name,Transfer,Cat,0,Hybrid,Brown,Female,Unknown,2015,7,21,12,58
A697766,Has Name,Return_to_owner,Dog,52,Hybrid,Tan,Female,Neutered,2015,3,1,11,4
A665644,No Name,Transfer,Cat,4,Hybrid,Calico,Female,Intact,2013,10,21,11,39
A664059,Has Name,Return_to_owner,Cat,416,Hybrid,Blue,Female,Neutered,2013,10,2,13,50
A676752,Has Name,Transfer,Cat,4,Hybrid,Tortie,Female,Intact,2014,4,15,16,25
A720466,Has Name,Return_to_owner,Dog,520,Purebred,Black,Male,Neutered,2016,2,16,11,16
A716110,Has Name,Return_to_owner,Cat,18,Hybrid,Cream,Male,Neutered,2015,11,17,18,41
A703750,Has Name,Return_to_owner,Dog,156,Hybrid,Tricolor,Male,Neutered,2015,6,2,17,55
A696236,Has Name,Transfer,Dog,104,Hybrid,Black,Male,Intact,2015,2,11,17,16
A670716,Has Name,Return_to_owner,Dog,416,Hybrid,Sable,Female,Neutered,2014,1,13,15,52
A673103,Has Name,Adoption,Dog,156,Hybrid,White,Female,Neutered,2014,3,5,18,40
A688281,Has Name,Adoption,Dog,40,Hybrid,Red,Male,Neutered,2015,4,20,18,48
A666109,Has Name,Adoption,Cat,13,Hybrid,Orange,Male,Neutered,2013,10,30,14,3
A700948,No Name,Euthanasia,Dog,468,Hybrid,Tan,Female,Unknown,2015,4,22,16,20
A689384,Has Name,Adoption,Dog,52,Hybrid,Brown,Male,Neutered,2014,11,8,16,21
A671054,Has Name,Adoption,Cat,18,Hybrid,Orange,Female,Neutered,2014,1,21,16,2
A679167,No Name,Euthanasia,Cat,208,Hybrid,Orange,Male,Intact,2014,5,17,11,10
A702935,Has Name,Return_to_owner,Dog,104,Hybrid,White,Female,Neutered,2015,5,19,18,6
A680027,No Name,Transfer,Dog,2,Hybrid,Brown,Male,Intact,2014,6,7,12,53
A691171,Has Name,Adoption,Cat,9,Hybrid,Cream,Male,Neutered,2014,11,24,18,10
A693032,Has Name,Adoption,Cat,520,Hybrid,Orange,Male,Neutered,2014,12,22,16,29
A663585,Has Name,Transfer,Cat,9,Hybrid,Black,Female,Intact,2013,10,2,18,0
A586222,Has Name,Return_to_owner,Dog,156,Hybrid,White,Male,Neutered,2014,7,21,14,57
A692591,Has Name,Transfer,Cat,312,Hybrid,White,Male,Neutered,2014,12,4,12,37
A675402,Has Name,Transfer,Dog,364,Hybrid,Brown,Female,Neutered,2014,4,16,12,51
A700765,Has Name,Adoption,Cat,9,Hybrid,Calico,Female,Neutered,2015,6,4,10,56
A657197,Has Name,Adoption,Cat,18,Hybrid,Brown,Male,Neutered,2013,10,9,13,15
A715843,Has Name,Transfer,Dog,260,Hybrid,Brown,Male,Neutered,2015,11,30,13,58
A691568,Has Name,Return_to_owner,Dog,312,Hybrid,Black,Male,Neutered,2014,11,8,17,32
A665953,No Name,Euthanasia,Cat,416,Hybrid,Black,Male,Neutered,2013,10,24,18,52
A681155,Has Name,Euthanasia,Dog,104,Hybrid,Tan,Male,Neutered,2014,12,11,17,7
A714509,No Name,Adoption,Cat,9,Hybrid,Lynx,Male,Neutered,2015,10,27,13,38
A702846,No Name,Adoption,Dog,18,Hybrid,Red,Female,Neutered,2015,5,25,16,52
A685087,No Name,Euthanasia,Cat,52,Hybrid,Black,Female,Unknown,2014,8,2,9,48
A718953,No Name,Adoption,Dog,9,Hybrid,Black,Male,Neutered,2016,1,13,17,16
A668708,Has Name,Adoption,Cat,260,Hybrid,Brown,Male,Neutered,2013,12,27,15,12
A703243,No Name,Transfer,Cat,9,Hybrid,Black,Female,Neutered,2015,5,27,12,19
A706454,Has Name,Return_to_owner,Cat,156,Hybrid,White,Male,Neutered,2015,6,29,18,39
A668697,Has Name,Return_to_owner,Dog,156,Hybrid,Tricolor,Male,Neutered,2015,6,25,18,11
A717656,No Name,Adoption,Dog,156,Hybrid,Tan,Female,Neutered,2015,12,22,13,4
A681176,Has Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2014,6,15,12,35
A663020,Has Name,Adoption,Dog,9,Hybrid,Black,Female,Neutered,2013,10,19,17,4
A717029,Has Name,Adoption,Cat,104,Hybrid,White,Female,Neutered,2015,12,19,18,39
A717056,Has Name,Return_to_owner,Cat,208,Hybrid,Blue,Male,Neutered,2015,12,2,15,59
A705794,Has Name,Died,Cat,3,Hybrid,Seal,Male,Intact,2015,7,1,9,38
A695093,Has Name,Adoption,Dog,364,Purebred,Brown,Male,Neutered,2015,2,19,18,7
A707083,Has Name,Transfer,Cat,9,Hybrid,Tortie,Female,Intact,2015,7,17,14,27
A670540,Has Name,Adoption,Dog,208,Hybrid,White,Female,Neutered,2014,1,14,17,48
A687554,Has Name,Transfer,Cat,9,Hybrid,Brown,Male,Neutered,2014,10,7,16,23
A715898,No Name,Transfer,Cat,104,Hybrid,Tortie,Female,Unknown,2015,11,16,18,57
A709799,No Name,Transfer,Dog,4,Hybrid,Black,Female,Intact,2015,8,14,13,21
A680245,Has Name,Adoption,Cat,156,Hybrid,Black,Male,Neutered,2014,6,3,18,26
A681404,Has Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2014,6,28,13,5
A666083,No Name,Euthanasia,Cat,4,Hybrid,Orange,Male,Intact,2013,10,26,16,41
A711832,No Name,Transfer,Dog,4,Hybrid,Red,Female,Intact,2015,9,17,9,28
A719849,Has Name,Transfer,Dog,22,Hybrid,Black,Female,Neutered,2016,2,7,12,42
A683147,Has Name,Adoption,Cat,9,Hybrid,Tortie,Female,Neutered,2014,7,13,17,1
A680380,No Name,Died,Cat,4,Hybrid,Brown,Male,Intact,2014,7,11,16,52
A716898,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2015,12,12,12,47
A666137,Has Name,Adoption,Dog,624,Hybrid,Tricolor,Female,Neutered,2013,11,15,17,50
